================ Training Loss (Fri Apr 26 00:14:36 2019) ================
================ Training Loss (Fri Apr 26 00:15:10 2019) ================
================ Training Loss (Fri Apr 26 01:18:05 2019) ================
================ Training Loss (Fri Apr 26 01:18:50 2019) ================
================ Training Loss (Fri Apr 26 01:19:54 2019) ================
================ Training Loss (Fri Apr 26 01:23:25 2019) ================
(epoch: 1, iters: 100, time: 0.129, data: 0.119) D_A: 0.122 G_A: 0.571 cycle_A: 1.804 idt_A: 0.676 D_B: 0.167 G_B: 0.408 cycle_B: 1.205 idt_B: 0.930 
(epoch: 1, iters: 200, time: 0.137, data: 0.002) D_A: 0.198 G_A: 0.629 cycle_A: 0.986 idt_A: 0.719 D_B: 0.147 G_B: 0.183 cycle_B: 1.817 idt_B: 0.431 
(epoch: 1, iters: 300, time: 0.127, data: 0.002) D_A: 0.238 G_A: 0.093 cycle_A: 1.229 idt_A: 0.598 D_B: 0.180 G_B: 0.324 cycle_B: 1.425 idt_B: 0.625 
(epoch: 1, iters: 400, time: 0.569, data: 0.002) D_A: 0.142 G_A: 0.336 cycle_A: 1.444 idt_A: 0.338 D_B: 0.256 G_B: 0.436 cycle_B: 0.902 idt_B: 0.579 
(epoch: 1, iters: 500, time: 0.112, data: 0.003) D_A: 0.151 G_A: 0.279 cycle_A: 0.965 idt_A: 0.341 D_B: 0.242 G_B: 0.374 cycle_B: 0.721 idt_B: 0.391 
(epoch: 1, iters: 600, time: 0.131, data: 0.002) D_A: 0.135 G_A: 0.392 cycle_A: 1.845 idt_A: 0.250 D_B: 0.159 G_B: 0.297 cycle_B: 0.652 idt_B: 0.845 
(epoch: 1, iters: 700, time: 0.116, data: 0.003) D_A: 0.143 G_A: 0.397 cycle_A: 1.032 idt_A: 0.334 D_B: 0.234 G_B: 0.290 cycle_B: 0.796 idt_B: 0.390 
(epoch: 1, iters: 800, time: 0.488, data: 0.002) D_A: 0.101 G_A: 0.545 cycle_A: 0.995 idt_A: 0.360 D_B: 0.113 G_B: 0.479 cycle_B: 1.032 idt_B: 0.420 
(epoch: 1, iters: 900, time: 0.111, data: 0.002) D_A: 0.180 G_A: 0.360 cycle_A: 0.861 idt_A: 0.322 D_B: 0.119 G_B: 0.206 cycle_B: 0.748 idt_B: 0.264 
(epoch: 1, iters: 1000, time: 0.120, data: 0.002) D_A: 0.212 G_A: 0.466 cycle_A: 1.190 idt_A: 0.281 D_B: 0.165 G_B: 0.455 cycle_B: 0.706 idt_B: 0.632 
(epoch: 1, iters: 1100, time: 0.121, data: 0.002) D_A: 0.090 G_A: 0.479 cycle_A: 1.093 idt_A: 0.455 D_B: 0.343 G_B: 0.071 cycle_B: 1.192 idt_B: 0.494 
(epoch: 1, iters: 1200, time: 0.521, data: 0.002) D_A: 0.229 G_A: 0.300 cycle_A: 1.651 idt_A: 0.372 D_B: 0.209 G_B: 0.270 cycle_B: 1.252 idt_B: 0.694 
(epoch: 1, iters: 1300, time: 0.122, data: 0.002) D_A: 0.130 G_A: 0.729 cycle_A: 1.590 idt_A: 0.296 D_B: 0.139 G_B: 0.430 cycle_B: 0.619 idt_B: 0.718 
(epoch: 1, iters: 1400, time: 0.115, data: 0.002) D_A: 0.135 G_A: 0.507 cycle_A: 1.428 idt_A: 0.333 D_B: 0.270 G_B: 0.925 cycle_B: 1.201 idt_B: 0.592 
